2,0.011
3,0.018
4,0.024
5,0.03
6,0.035
7,0.041
8,0.048
9,0.053
10,0.059
11,0.065
12,0.07
13,0.076
14,0.083
15,0.089
16,0.095
17,0.1
18,0.106
19,0.111
20,0.118
21,0.123
22,0.13
23,0.137
24,0.141
25,0.152
26,0.159
27,0.16
28,0.172
29,0.198
30,0.182
31,0.207
32,0.205
33,0.206
34,0.233
35,0.21
36,0.226
37,0.256
38,0.242
39,0.243
40,0.244
41,0.319
42,0.267
43,0.263
44,0.303
45,0.298
46,0.28
47,0.289
48,0.299
49,0.312
50,0.347
